no,user,appliance_type,items,quantities,rating 
11436,user199,home,"KITCHEN SET,DRESSING TABLE","3,3",5
11437,user162,office,COMPUTER,1,7
11438,user311,home,"BLENDER,SHOW CASE,DISH WASHER,REFRIGERATOR","2,3,3,4",5
11439,user390,office,"SECURITY LOCK,MARKER,CAMERA,WAITING LOUNGE","2,3,2,1",3
11440,user382,home,BLENDER,3,5
11441,user385,office,"WAITING LOUNGE,COMPUTER,SHREDDER,CAMERA","4,2,1,2",8
11442,user417,home,WASHING MACHINE,2,1
11443,user341,home,"TELEVISION,BLENDER,WASHING MACHINE","2,2,1",9
11444,user283,home,"DRESSING TABLE,DOUBLE COT,BLENDER","3,2,4",4
11445,user25,home,KITCHEN SET,1,1
11446,user446,home,"OVEN,SHOW CASE","1,4",5
11447,user18,office,"CALCULATOR,WAITING LOUNGE,LAZER PRINTER","1,3,2",4
11448,user105,home,REFRIGERATOR,3,4
11449,user181,office,"COMPUTER,CALCULATOR","4,1",2
11450,user266,office,"COMPUTER,LAZER PRINTER","2,4",7
11451,user97,home,"DOUBLE COT,BLENDER,VACCUM CLEANER,REFRIGERATOR","3,1,2,4",8
11452,user99,home,"DRESSING TABLE,BLENDER,TOASTER,DISH WASHER","2,3,4,3",9
11453,user342,home,DISH WASHER,2,7
11454,user348,office,"PAPER CLIP,MARKER","2,4",6
11455,user424,office,"SECURITY LOCK,COMPUTER,PAPER CLIP","3,3,4",10
11456,user137,office,"COMPUTER,LAZER PRINTER","1,1",5
11457,user18,home,"REFRIGERATOR,OVEN,SHOW CASE,DRESSING TABLE","3,1,4,1",4
11458,user220,office,"WAITING LOUNGE,LAZER PRINTER,CALCULATOR","4,4,4",4
11459,user289,home,"VACCUM CLEANER,DOUBLE COT,BLENDER","2,3,1",4
11460,user65,office,"SHREDDER,LAZER PRINTER,PAPER CLIP","2,3,4",5
11461,user33,home,TELEVISION,3,1
11462,user21,office,"PAPER CLIP,SHREDDER,CAMERA,LAZER PRINTER","2,1,4,1",2
11463,user479,office,"CALCULATOR,SHREDDER","1,3",10
11464,user189,office,"CALCULATOR,COFFEE MACHINE,WAITING LOUNGE,CAMERA","3,4,1,4",6
11465,user92,office,"LAZER PRINTER,WAITING LOUNGE,CAMERA","3,3,1",1
11466,user456,home,OVEN,2,9
11467,user147,office,"COMPUTER,CALCULATOR","1,3",7
11468,user369,home,"BLENDER,WASHING MACHINE,DISH WASHER","3,3,1",8
11469,user53,home,"DOUBLE COT,SHOW CASE","4,1",1
11470,user127,home,DISH WASHER,4,8
11471,user118,home,"TOASTER,VACCUM CLEANER,DISH WASHER","3,3,1",8
11472,user217,office,"CALCULATOR,COFFEE MACHINE","1,2",7
11473,user250,home,SHOW CASE,2,8
11474,user52,office,"COMPUTER,LAZER PRINTER,CALCULATOR,SHREDDER","2,4,3,1",1
11475,user91,home,TELEVISION,1,9
11476,user258,office,"MARKER,COFFEE MACHINE,PAPER CLIP,COMPUTER","4,2,1,2",4
11477,user70,office,"MARKER,SECURITY LOCK","2,4",8
11478,user457,home,"BLENDER,TOASTER,OVEN","2,3,1",10
11479,user341,office,"MARKER,CALCULATOR","2,3",3
11480,user450,office,"COFFEE MACHINE,CALCULATOR","3,3",2
11481,user178,home,OVEN,1,3
11482,user262,office,"PAPER CLIP,COMPUTER","4,3",8
11483,user259,office,COMPUTER,3,2
11484,user454,home,REFRIGERATOR,3,7
11485,user417,office,"CALCULATOR,COMPUTER,WAITING LOUNGE,SECURITY LOCK","2,4,2,1",3
11486,user442,home,"REFRIGERATOR,DRESSING TABLE,OVEN,KITCHEN SET","4,2,2,1",10
11487,user86,home,"KITCHEN SET,REFRIGERATOR","3,3",6
11488,user499,home,"DOUBLE COT,TOASTER","1,4",8
11489,user429,home,"DISH WASHER,DOUBLE COT","4,1",6
11490,user265,home,"DISH WASHER,TOASTER,WASHING MACHINE,REFRIGERATOR","4,3,2,1",6
11491,user61,home,DOUBLE COT,3,9
11492,user11,home,"DRESSING TABLE,TOASTER,SHOW CASE,VACCUM CLEANER","3,4,1,4",10
11493,user131,home,"DOUBLE COT,OVEN","2,3",8
11494,user267,office,COMPUTER,4,1
11495,user398,home,"SHOW CASE,DRESSING TABLE,WASHING MACHINE","1,2,1",1
11496,user251,office,"SHREDDER,LAZER PRINTER,CAMERA,MARKER","1,3,1,2",2
11497,user255,home,"BLENDER,WASHING MACHINE","3,2",1
11498,user440,office,COFFEE MACHINE,2,10
11499,user331,home,"TOASTER,DISH WASHER,DRESSING TABLE","4,4,1",6
11500,user57,office,"MARKER,COFFEE MACHINE","4,3",3
11501,user418,office,"COMPUTER,CALCULATOR,MARKER","4,2,1",6
11502,user380,office,"MARKER,WAITING LOUNGE","1,1",6
11503,user1,home,DISH WASHER,1,10
11504,user147,home,"WASHING MACHINE,TELEVISION,TOASTER","2,4,2",3
11505,user194,office,"LAZER PRINTER,CAMERA,PAPER CLIP,CALCULATOR","4,2,4,1",5
11506,user49,home,"OVEN,DISH WASHER","2,2",9
11507,user45,office,"COMPUTER,PAPER CLIP","2,2",5
11508,user156,home,"DOUBLE COT,KITCHEN SET","3,1",1
11509,user2,office,"CALCULATOR,LAZER PRINTER","1,3",5
11510,user132,office,"CAMERA,PAPER CLIP","2,1",7
11511,user310,home,"TOASTER,BLENDER","4,2",4
11512,user314,home,KITCHEN SET,4,4
11513,user378,office,MARKER,2,4
11514,user378,home,VACCUM CLEANER,3,8
11515,user375,office,"COFFEE MACHINE,WAITING LOUNGE,SECURITY LOCK","3,4,2",6
11516,user142,home,BLENDER,4,5
11517,user293,home,"OVEN,VACCUM CLEANER","1,4",10
11518,user170,home,"DOUBLE COT,DRESSING TABLE,OVEN","3,4,2",5
11519,user166,office,"CALCULATOR,COMPUTER,COFFEE MACHINE","4,1,1",9
11520,user118,home,DISH WASHER,2,9
11521,user269,home,"DOUBLE COT,TELEVISION,OVEN","4,2,1",10
11522,user73,office,COFFEE MACHINE,2,5
11523,user211,office,PAPER CLIP,3,9
11524,user385,home,"KITCHEN SET,DISH WASHER","4,1",5
11525,user495,office,"CALCULATOR,PAPER CLIP,CAMERA,WAITING LOUNGE","3,3,3,3",9
11526,user17,office,"CAMERA,COFFEE MACHINE,SECURITY LOCK","3,1,3",6
11527,user110,office,"MARKER,CALCULATOR,COFFEE MACHINE,COMPUTER","3,3,3,4",2
11528,user94,home,SHOW CASE,3,9
11529,user153,office,"CALCULATOR,SHREDDER,LAZER PRINTER","2,4,4",3
11530,user233,office,COMPUTER,2,10
11531,user111,home,"BLENDER,TELEVISION,SHOW CASE,WASHING MACHINE","1,3,2,1",8
11532,user254,home,REFRIGERATOR,3,9
11533,user223,office,"SHREDDER,PAPER CLIP","4,2",6
11534,user459,office,"MARKER,CALCULATOR,SECURITY LOCK","4,1,2",4
11535,user361,home,"WASHING MACHINE,KITCHEN SET","1,1",7
11536,user125,office,LAZER PRINTER,2,9
11537,user270,office,"SHREDDER,COMPUTER,WAITING LOUNGE,SECURITY LOCK","4,3,2,4",5
11538,user308,home,"SHOW CASE,REFRIGERATOR,DISH WASHER","4,2,4",10
11539,user13,office,MARKER,4,2
11540,user496,office,"SHREDDER,PAPER CLIP","1,4",1
11541,user71,home,"TELEVISION,OVEN,VACCUM CLEANER","2,3,1",7
11542,user395,home,"VACCUM CLEANER,REFRIGERATOR","1,3",9
11543,user327,office,"PAPER CLIP,MARKER,COFFEE MACHINE,SECURITY LOCK","3,2,4,2",3
11544,user253,home,"TELEVISION,DRESSING TABLE,REFRIGERATOR,KITCHEN SET","3,3,2,1",1
11545,user438,home,"DRESSING TABLE,BLENDER","2,4",10
11546,user241,home,OVEN,2,2
11547,user5,home,DISH WASHER,4,2
11548,user122,home,"SHOW CASE,TELEVISION,REFRIGERATOR,DISH WASHER","2,2,3,3",6
11549,user390,home,TELEVISION,4,5
11550,user218,home,VACCUM CLEANER,2,2
11551,user208,office,"WAITING LOUNGE,MARKER,COFFEE MACHINE","4,3,3",5
11552,user233,home,"DRESSING TABLE,TOASTER","2,2",8
11553,user55,home,"TOASTER,DRESSING TABLE,VACCUM CLEANER","4,2,3",3
11554,user377,office,"LAZER PRINTER,WAITING LOUNGE","1,1",9
11555,user88,office,"PAPER CLIP,WAITING LOUNGE,LAZER PRINTER","2,2,4",6
11556,user104,home,"DRESSING TABLE,KITCHEN SET","2,4",2
11557,user355,home,TELEVISION,4,9
11558,user166,home,"TELEVISION,SHOW CASE,TOASTER","1,4,1",8
11559,user477,office,"COMPUTER,COFFEE MACHINE","1,2",6
11560,user479,office,"CALCULATOR,SHREDDER,SECURITY LOCK","3,1,3",8
11561,user458,home,"DRESSING TABLE,REFRIGERATOR","2,4",4
11562,user441,office,"COMPUTER,COFFEE MACHINE,LAZER PRINTER,SHREDDER","4,2,1,3",9
11563,user475,office,"PAPER CLIP,LAZER PRINTER,SECURITY LOCK","2,3,4",4
11564,user173,home,"DOUBLE COT,OVEN,TOASTER","3,3,2",8
11565,user125,home,DISH WASHER,1,4
11566,user393,home,DOUBLE COT,2,9
11567,user218,office,"PAPER CLIP,COFFEE MACHINE,SECURITY LOCK","2,2,4",6
11568,user165,home,"DISH WASHER,SHOW CASE,BLENDER,DOUBLE COT","3,1,2,3",6
11569,user163,home,TELEVISION,3,2
11570,user179,home,"OVEN,TOASTER","1,2",6
11571,user248,home,"OVEN,KITCHEN SET,REFRIGERATOR,BLENDER","3,1,4,1",5
11572,user184,office,"SECURITY LOCK,COFFEE MACHINE,PAPER CLIP,CAMERA","2,1,4,2",6
11573,user378,home,"DISH WASHER,KITCHEN SET","4,4",7
11574,user60,office,"SECURITY LOCK,CAMERA","4,1",8
11575,user427,home,"TELEVISION,DISH WASHER","1,4",9
11576,user3,office,"SHREDDER,CAMERA","4,2",6
11577,user313,office,CALCULATOR,4,5
11578,user288,home,"TELEVISION,SHOW CASE,WASHING MACHINE,BLENDER","2,3,4,2",2
11579,user298,home,"DISH WASHER,DOUBLE COT,KITCHEN SET","2,1,4",8
11580,user266,office,"COMPUTER,WAITING LOUNGE,COFFEE MACHINE","2,3,3",4
11581,user76,office,"CAMERA,PAPER CLIP,SECURITY LOCK","2,3,2",1
11582,user19,office,"LAZER PRINTER,CALCULATOR","2,1",2
11583,user341,office,"PAPER CLIP,COMPUTER,LAZER PRINTER","1,3,4",4
11584,user69,office,"CALCULATOR,MARKER","1,2",3
11585,user266,office,COFFEE MACHINE,3,2
11586,user243,office,MARKER,2,1
11587,user339,office,"COMPUTER,PAPER CLIP,CAMERA","2,2,2",6
11588,user42,office,"WAITING LOUNGE,CAMERA,CALCULATOR","4,2,2",3
11589,user75,home,KITCHEN SET,4,3
11590,user377,home,TELEVISION,1,7
11591,user237,office,"COMPUTER,COFFEE MACHINE","2,2",1
11592,user67,office,MARKER,2,9
11593,user73,home,"DISH WASHER,KITCHEN SET","3,2",2
11594,user396,office,SHREDDER,3,10
11595,user167,office,"SECURITY LOCK,PAPER CLIP,CALCULATOR","2,3,2",5
11596,user399,home,"TELEVISION,TOASTER","1,3",7
11597,user191,office,LAZER PRINTER,4,5
11598,user149,office,"MARKER,LAZER PRINTER,COMPUTER,SHREDDER","2,1,4,1",5
11599,user144,home,"KITCHEN SET,DISH WASHER,WASHING MACHINE,OVEN","1,4,1,4",9
11600,user398,office,"SECURITY LOCK,WAITING LOUNGE,COFFEE MACHINE,PAPER CLIP","1,2,4,4",1
11601,user44,home,"OVEN,BLENDER,TOASTER,KITCHEN SET","3,4,2,2",6
11602,user399,home,"KITCHEN SET,OVEN,WASHING MACHINE","4,2,4",10
11603,user34,office,"SECURITY LOCK,CAMERA,LAZER PRINTER","2,1,1",2
11604,user498,home,"TOASTER,WASHING MACHINE","1,1",2
11605,user363,office,"SHREDDER,CALCULATOR","4,3",8
11606,user242,office,"CAMERA,LAZER PRINTER","2,1",10
11607,user122,home,"DRESSING TABLE,DOUBLE COT,DISH WASHER,TOASTER","1,1,2,3",1
11608,user295,home,"TELEVISION,OVEN","3,1",7
11609,user378,home,"KITCHEN SET,TELEVISION","2,1",6
11610,user281,home,"SHOW CASE,VACCUM CLEANER,TELEVISION,REFRIGERATOR","4,1,2,1",2
11611,user201,home,DOUBLE COT,4,4
11612,user254,office,"PAPER CLIP,MARKER,LAZER PRINTER,SHREDDER","4,1,3,2",9
11613,user252,office,"SECURITY LOCK,CAMERA,SHREDDER,PAPER CLIP","4,1,1,1",4
11614,user255,home,"BLENDER,REFRIGERATOR,VACCUM CLEANER,OVEN","1,3,1,1",4
11615,user172,home,BLENDER,2,2
11616,user357,home,DOUBLE COT,3,2
11617,user205,home,TELEVISION,4,2
11618,user424,office,SECURITY LOCK,1,4
11619,user23,office,"CAMERA,COFFEE MACHINE,WAITING LOUNGE,SECURITY LOCK","4,3,3,1",3
11620,user52,office,"LAZER PRINTER,WAITING LOUNGE","4,4",1
11621,user254,office,"PAPER CLIP,SECURITY LOCK","1,4",7
11622,user321,office,"LAZER PRINTER,CAMERA","2,4",6
11623,user294,office,"COMPUTER,CALCULATOR","3,4",9
11624,user158,office,WAITING LOUNGE,1,7
11625,user89,office,WAITING LOUNGE,2,5
11626,user301,home,DOUBLE COT,1,7
11627,user237,home,SHOW CASE,1,3
11628,user52,home,"DRESSING TABLE,REFRIGERATOR,KITCHEN SET","2,4,3",3
11629,user242,home,TOASTER,1,4
11630,user130,office,"CALCULATOR,SECURITY LOCK,CAMERA,SHREDDER","3,4,3,1",8
11631,user203,home,TOASTER,2,8
11632,user29,office,SECURITY LOCK,1,4
11633,user316,office,"CALCULATOR,CAMERA,COMPUTER,SHREDDER","1,1,4,2",1
11634,user184,office,"COFFEE MACHINE,SHREDDER,WAITING LOUNGE,PAPER CLIP","2,3,1,4",8
11635,user450,home,"SHOW CASE,KITCHEN SET","3,1",6
11636,user490,office,CAMERA,2,1
11637,user184,home,"SHOW CASE,KITCHEN SET,REFRIGERATOR","4,1,4",9
11638,user210,office,MARKER,3,4
11639,user291,office,MARKER,1,5
11640,user497,home,"KITCHEN SET,TELEVISION,TOASTER,DISH WASHER","2,4,1,1",2
11641,user187,office,"WAITING LOUNGE,CALCULATOR,SHREDDER","1,1,1",3
11642,user111,office,"WAITING LOUNGE,SECURITY LOCK","1,2",10
11643,user185,office,"PAPER CLIP,COMPUTER,SHREDDER","2,4,2",1
11644,user397,home,"WASHING MACHINE,SHOW CASE,DOUBLE COT","1,3,2",6
11645,user365,home,"BLENDER,TOASTER","1,3",2
11646,user462,office,"COMPUTER,CAMERA,LAZER PRINTER","3,1,3",7
11647,user180,office,"WAITING LOUNGE,COFFEE MACHINE","3,1",9
11648,user71,office,"CALCULATOR,COMPUTER,COFFEE MACHINE","4,1,3",3
11649,user180,office,COMPUTER,4,1
11650,user70,home,"KITCHEN SET,TELEVISION,WASHING MACHINE","2,4,1",7
11651,user436,home,"SHOW CASE,DOUBLE COT,TELEVISION","2,1,2",8
11652,user151,office,WAITING LOUNGE,4,10
11653,user139,office,"WAITING LOUNGE,SECURITY LOCK","2,3",5
11654,user452,office,"COFFEE MACHINE,CAMERA","1,4",10
11655,user90,home,"DISH WASHER,DRESSING TABLE","1,2",2
11656,user308,home,BLENDER,4,2
11657,user344,office,WAITING LOUNGE,1,2
11658,user129,office,"CALCULATOR,CAMERA,SHREDDER,LAZER PRINTER","1,2,3,2",1
11659,user391,home,TOASTER,1,2
11660,user218,home,"TOASTER,DISH WASHER","3,2",10
11661,user305,office,"WAITING LOUNGE,PAPER CLIP","2,1",6
11662,user428,home,"SHOW CASE,BLENDER,REFRIGERATOR","2,1,1",8
11663,user304,home,REFRIGERATOR,3,2
11664,user127,home,VACCUM CLEANER,1,10
11665,user486,home,"TOASTER,WASHING MACHINE,VACCUM CLEANER,DOUBLE COT","2,1,2,2",9
11666,user267,office,"CALCULATOR,PAPER CLIP,MARKER,SHREDDER","3,2,3,2",9
11667,user404,home,"TELEVISION,TOASTER,OVEN","4,1,1",2
11668,user384,home,"DOUBLE COT,SHOW CASE","3,3",9
11669,user39,home,"KITCHEN SET,DRESSING TABLE,DOUBLE COT","2,4,1",9
11670,user140,office,"SECURITY LOCK,CALCULATOR,COFFEE MACHINE,MARKER","1,4,3,1",1
11671,user293,office,"SHREDDER,WAITING LOUNGE,COMPUTER","3,4,2",1
11672,user492,office,"WAITING LOUNGE,SECURITY LOCK,MARKER,SHREDDER","2,4,3,3",9
11673,user280,office,COMPUTER,3,1
11674,user183,home,"OVEN,DRESSING TABLE,DISH WASHER,TOASTER","1,1,2,2",6
11675,user122,home,VACCUM CLEANER,4,6
11676,user79,office,"PAPER CLIP,CAMERA,SECURITY LOCK,COFFEE MACHINE","2,2,2,2",3
11677,user9,home,WASHING MACHINE,4,5
11678,user113,office,"CALCULATOR,COFFEE MACHINE","3,4",7
11679,user46,office,MARKER,4,3
11680,user445,office,COMPUTER,4,4
11681,user232,home,"TELEVISION,DISH WASHER,TOASTER,OVEN","2,2,3,4",3
11682,user284,office,"SHREDDER,SECURITY LOCK,MARKER,WAITING LOUNGE","1,2,4,2",7
11683,user51,home,"WASHING MACHINE,TELEVISION","2,4",10
11684,user90,home,"DOUBLE COT,BLENDER,DISH WASHER,WASHING MACHINE","1,3,4,3",9
11685,user212,office,"MARKER,CALCULATOR,COFFEE MACHINE,CAMERA","1,4,2,2",1
11686,user100,office,"WAITING LOUNGE,CALCULATOR,COFFEE MACHINE","2,1,1",4
11687,user230,home,"TOASTER,BLENDER,VACCUM CLEANER,DISH WASHER","4,1,2,4",10
11688,user323,home,"WASHING MACHINE,SHOW CASE,OVEN","4,3,1",9
11689,user74,home,TELEVISION,4,6
11690,user396,office,"COMPUTER,COFFEE MACHINE,WAITING LOUNGE","3,1,4",6
11691,user23,home,TELEVISION,3,8
11692,user83,office,"LAZER PRINTER,WAITING LOUNGE,MARKER,SECURITY LOCK","4,4,4,2",1
11693,user264,home,"REFRIGERATOR,TELEVISION,WASHING MACHINE","2,2,4",9
11694,user73,office,"SECURITY LOCK,COMPUTER,COFFEE MACHINE,MARKER","1,1,4,4",3
11695,user300,office,COFFEE MACHINE,1,5
11696,user442,home,"VACCUM CLEANER,DOUBLE COT,OVEN","2,1,4",4
11697,user292,home,"DRESSING TABLE,TELEVISION","2,2",7
11698,user272,home,DISH WASHER,4,1
11699,user101,office,"WAITING LOUNGE,PAPER CLIP,COMPUTER,SHREDDER","3,3,2,1",2
11700,user384,office,LAZER PRINTER,4,1
11701,user387,office,"CAMERA,SHREDDER,LAZER PRINTER,PAPER CLIP","3,2,2,1",7
11702,user30,office,"SHREDDER,COMPUTER","1,3",1
11703,user174,home,"DRESSING TABLE,DISH WASHER,TELEVISION,VACCUM CLEANER","3,2,4,3",2
11704,user156,office,"SECURITY LOCK,PAPER CLIP,MARKER","2,3,1",6
11705,user118,home,"TOASTER,KITCHEN SET","4,1",4
11706,user32,home,"DOUBLE COT,SHOW CASE","1,1",5
11707,user14,home,"DISH WASHER,DOUBLE COT,TELEVISION","1,3,4",7
11708,user2,home,"OVEN,BLENDER","3,3",10
11709,user492,home,DOUBLE COT,4,4
11710,user440,office,MARKER,3,1
11711,user375,home,DRESSING TABLE,1,6
11712,user148,office,"CAMERA,WAITING LOUNGE","1,2",3
11713,user114,home,"OVEN,VACCUM CLEANER,BLENDER","4,3,3",7
11714,user170,office,"WAITING LOUNGE,LAZER PRINTER,MARKER,PAPER CLIP","4,4,3,2",3
11715,user493,home,"DISH WASHER,OVEN,DRESSING TABLE,KITCHEN SET","4,2,2,2",1
11716,user156,office,WAITING LOUNGE,1,10
11717,user61,office,COFFEE MACHINE,4,10
11718,user236,home,"SHOW CASE,REFRIGERATOR,BLENDER","4,4,2",2
11719,user85,office,SECURITY LOCK,3,3
11720,user308,office,"CALCULATOR,SECURITY LOCK","2,4",9
11721,user461,office,"PAPER CLIP,MARKER","4,1",4
11722,user262,home,"DISH WASHER,REFRIGERATOR,KITCHEN SET","1,4,4",9
11723,user17,office,"PAPER CLIP,COFFEE MACHINE,MARKER","1,1,2",7
11724,user205,office,"WAITING LOUNGE,MARKER,CAMERA","1,4,2",3
11725,user355,home,"SHOW CASE,KITCHEN SET,TELEVISION,REFRIGERATOR","1,1,1,3",10
11726,user45,office,CAMERA,2,5
11727,user351,office,"SHREDDER,MARKER","2,3",8
11728,user95,office,"SECURITY LOCK,CAMERA,PAPER CLIP,COFFEE MACHINE","2,3,3,1",8
11729,user352,home,"SHOW CASE,DOUBLE COT","2,1",5
11730,user124,office,"SHREDDER,COMPUTER","1,4",9
11731,user202,office,"CALCULATOR,COMPUTER","1,4",8
11732,user455,office,"COMPUTER,LAZER PRINTER,PAPER CLIP","1,2,1",7
11733,user385,home,"DOUBLE COT,TOASTER","2,3",1
11734,user215,office,"SECURITY LOCK,SHREDDER,WAITING LOUNGE,COFFEE MACHINE","1,2,3,4",10
11735,user74,office,"CAMERA,SECURITY LOCK","4,4",7
11736,user135,home,"DISH WASHER,DRESSING TABLE","1,1",4
11737,user259,home,"VACCUM CLEANER,TOASTER","4,2",10
11738,user244,office,COMPUTER,4,3
11739,user300,office,"COFFEE MACHINE,MARKER,PAPER CLIP,WAITING LOUNGE","1,4,1,3",10
11740,user72,office,"MARKER,COFFEE MACHINE,LAZER PRINTER,CAMERA","3,2,2,4",9
11741,user496,office,"LAZER PRINTER,CAMERA,CALCULATOR","1,3,1",1
11742,user289,home,"VACCUM CLEANER,KITCHEN SET","1,3",1
11743,user77,home,"BLENDER,DOUBLE COT,DISH WASHER,DRESSING TABLE","3,4,2,1",3
11744,user428,home,"TELEVISION,DISH WASHER","2,2",3
11745,user212,office,"PAPER CLIP,COMPUTER,COFFEE MACHINE,CAMERA","1,4,4,1",2
11746,user480,office,"COFFEE MACHINE,LAZER PRINTER,CALCULATOR","3,2,1",1
11747,user441,office,COFFEE MACHINE,3,3
11748,user444,office,SECURITY LOCK,3,3
11749,user184,office,"LAZER PRINTER,WAITING LOUNGE","2,3",1
11750,user145,office,"SHREDDER,COFFEE MACHINE,SECURITY LOCK,WAITING LOUNGE","4,1,3,3",8
11751,user231,home,"DISH WASHER,OVEN","1,1",5
11752,user459,home,"VACCUM CLEANER,SHOW CASE","4,1",10
11753,user225,home,OVEN,2,10
11754,user77,office,SECURITY LOCK,4,7
11755,user285,office,"COMPUTER,CAMERA","4,2",4
11756,user289,home,VACCUM CLEANER,3,7
11757,user273,home,VACCUM CLEANER,1,4
11758,user7,office,"COFFEE MACHINE,LAZER PRINTER","1,2",2
11759,user437,office,"PAPER CLIP,COFFEE MACHINE,CALCULATOR,LAZER PRINTER","1,3,3,3",3
11760,user6,office,COMPUTER,2,3
11761,user165,home,REFRIGERATOR,1,2
11762,user130,home,"TOASTER,TELEVISION","3,4",5
11763,user223,home,"DRESSING TABLE,BLENDER,SHOW CASE","1,2,4",4
11764,user249,office,SECURITY LOCK,3,4
11765,user396,home,"DISH WASHER,KITCHEN SET","4,2",10
11766,user383,home,BLENDER,3,8
11767,user386,home,"REFRIGERATOR,VACCUM CLEANER","4,3",4
11768,user439,home,"DISH WASHER,KITCHEN SET,OVEN,TELEVISION","2,4,3,1",6
11769,user447,office,"CAMERA,COFFEE MACHINE","1,2",3
11770,user370,home,"TELEVISION,OVEN,TOASTER,DOUBLE COT","2,4,1,3",9
11771,user118,home,"DRESSING TABLE,VACCUM CLEANER,REFRIGERATOR","4,1,4",9
11772,user195,home,"KITCHEN SET,VACCUM CLEANER,DOUBLE COT","4,1,2",7
11773,user490,home,"BLENDER,TELEVISION","4,2",5
11774,user202,office,"CAMERA,PAPER CLIP","3,2",3
11775,user56,home,"DOUBLE COT,DRESSING TABLE,REFRIGERATOR,KITCHEN SET","2,4,3,2",10
11776,user426,home,"TOASTER,REFRIGERATOR","2,4",9
11777,user51,office,"WAITING LOUNGE,PAPER CLIP,SECURITY LOCK,MARKER","2,3,2,3",2
11778,user22,home,TELEVISION,1,5
11779,user349,home,"TELEVISION,BLENDER","3,3",8
11780,user114,office,"CAMERA,SHREDDER,COFFEE MACHINE","3,4,4",10
11781,user199,home,"DISH WASHER,WASHING MACHINE","4,3",10
11782,user41,office,"COMPUTER,LAZER PRINTER,PAPER CLIP,WAITING LOUNGE","1,4,3,3",1
11783,user450,office,"CALCULATOR,PAPER CLIP,WAITING LOUNGE","2,4,1",1
11784,user175,office,LAZER PRINTER,2,7
11785,user1,home,"KITCHEN SET,REFRIGERATOR","3,2",9
11786,user184,office,"SECURITY LOCK,COMPUTER,CALCULATOR","4,4,4",10
11787,user385,office,COMPUTER,1,9
11788,user414,office,"CALCULATOR,COFFEE MACHINE","2,4",2
11789,user270,home,"REFRIGERATOR,DISH WASHER,SHOW CASE,WASHING MACHINE","3,3,3,4",10
11790,user137,home,"DOUBLE COT,REFRIGERATOR,WASHING MACHINE","1,4,2",7
11791,user101,office,"LAZER PRINTER,WAITING LOUNGE","1,2",4
11792,user229,home,"KITCHEN SET,DOUBLE COT","4,4",2
11793,user58,home,KITCHEN SET,1,8
11794,user234,home,"TOASTER,BLENDER","1,1",7
11795,user284,home,"REFRIGERATOR,DISH WASHER,OVEN","4,2,2",8
11796,user316,office,CAMERA,1,1
11797,user285,office,"COMPUTER,CAMERA,MARKER,SECURITY LOCK","2,2,4,3",4
11798,user273,home,"BLENDER,REFRIGERATOR","1,4",8
11799,user183,office,PAPER CLIP,2,8
11800,user60,office,PAPER CLIP,1,2
11801,user344,office,"CALCULATOR,SECURITY LOCK","4,1",3
11802,user175,home,"SHOW CASE,TOASTER,VACCUM CLEANER","3,2,4",6
11803,user174,office,"COMPUTER,LAZER PRINTER,CALCULATOR","4,4,4",2
11804,user57,office,PAPER CLIP,4,4
11805,user164,office,"CAMERA,CALCULATOR","3,3",5
11806,user357,home,"REFRIGERATOR,TELEVISION,OVEN","4,4,2",5
11807,user439,office,"SECURITY LOCK,PAPER CLIP,SHREDDER","1,2,4",5
11808,user195,home,"TOASTER,DRESSING TABLE","4,2",4
11809,user6,home,WASHING MACHINE,1,5
11810,user185,office,"PAPER CLIP,CALCULATOR,WAITING LOUNGE,LAZER PRINTER","3,1,1,2",2
11811,user13,office,"CAMERA,SHREDDER,LAZER PRINTER","2,4,4",10
11812,user358,office,"PAPER CLIP,COMPUTER","3,4",9
11813,user145,office,"SHREDDER,CALCULATOR,LAZER PRINTER,MARKER","2,1,4,3",3
11814,user456,home,"DOUBLE COT,VACCUM CLEANER","2,1",10
11815,user173,home,"WASHING MACHINE,REFRIGERATOR,VACCUM CLEANER","3,1,3",8
11816,user284,office,MARKER,4,8
11817,user325,home,"REFRIGERATOR,BLENDER,VACCUM CLEANER","3,3,1",8
11818,user450,office,"WAITING LOUNGE,CALCULATOR,COMPUTER,CAMERA","3,4,3,1",6
11819,user336,home,"DRESSING TABLE,TELEVISION,DISH WASHER","1,4,2",4
11820,user401,office,"WAITING LOUNGE,LAZER PRINTER,COFFEE MACHINE,CAMERA","2,4,2,2",10
11821,user424,home,"DISH WASHER,KITCHEN SET,BLENDER,VACCUM CLEANER","4,3,2,3",2
11822,user194,home,"OVEN,TELEVISION","3,1",3
11823,user210,office,"SHREDDER,COMPUTER","2,4",3
11824,user45,home,"BLENDER,TELEVISION,VACCUM CLEANER","1,1,1",1
11825,user468,home,"DOUBLE COT,WASHING MACHINE,VACCUM CLEANER","3,2,1",5
11826,user359,home,"DRESSING TABLE,DISH WASHER,VACCUM CLEANER,REFRIGERATOR","3,1,4,1",8
11827,user231,office,"CALCULATOR,LAZER PRINTER","1,2",9
11828,user196,home,"TOASTER,TELEVISION,DOUBLE COT","2,1,4",10
11829,user448,home,"TELEVISION,SHOW CASE","1,2",3
11830,user332,home,"TOASTER,WASHING MACHINE,DRESSING TABLE","4,2,4",9
11831,user299,office,COFFEE MACHINE,3,8
